Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,easyauto.ae,cargaragefinder.ae,mechanicar.com,bestserviceuae.com,autopro.ae,easyauto.ae (pages),cargaragefinder.ae (pages),mechanicar.com (pages),bestserviceuae.com (pages),autopro.ae (pages),Results
wasel vehicle testing,Commercial,1600,22,0.45,0.07,0,0,0,19,0,,,,https://bestserviceuae.com/garage/wasel-vehicles-testing/,,173000
window tinting,Commercial,1600,14,2.57,0.93,0,0,0,57,0,,,,https://bestserviceuae.com/dubai/tinting/,,127
zain car care,Navigational,1600,22,0.63,0.05,0,17,0,0,66,,https://cargaragefinder.ae/directory/zain-car-care-dubai,,,https://www.autopro.ae/additional-services/detailing,98
المحطة الكبرى,Commercial,1600,19,0.29,0.38,0,0,6,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/grand-service-stations,,,1480000
المستقبل للاطارات,Commercial,1600,29,0.40,0.17,0,0,19,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/future-tyres-trading-ras-al-khor,,,18600
محل اطارات,Commercial,1600,28,0.57,0.27,0,0,0,0,13,,,,,https://www.autopro.ae/tyres,128
24 hour car wash near me,Commercial,1300,19,0.86,0.28,0,0,0,0,7,,,,,https://www.autopro.ae/prowash,630000000
al dobowi tyres co llc,Navigational,1300,28,0.74,0.10,0,0,4,0,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/al-dobowi-tyre-company-llc,,,1610
al maraghi auto repairs,Navigational,1300,32,2.02,0.02,0,0,0,27,0,,,,https://bestserviceuae.com/garage/al-maraghi-mercedes-service-center/,,4040
al mutakamela,Navigational,1300,34,2.60,0.03,0,0,0,45,0,,,,https://bestserviceuae.com/garage/al-mutakamela-vehicles-testing-and-registration-al-aweer/,,47100
al suraj tyres fix & repair,Informational,1300,17,0.50,0.04,0,0,4,11,0,,,https://www.mechanicar.com/united-arab-emirates/sharjah/al-suraj-tyres-fix-rep,https://bestserviceuae.com/garage/al-suraj-tyres-fix-and-repair/,,48
arabian star tyre trading,Navigational,1300,24,0.66,0.07,0,0,3,31,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/arabian-star-tyres-trading,https://bestserviceuae.com/garage/arabian-star-tyres-trading-llc/,,302000
auto car wash near me,Transactional,1300,16,0.88,0.25,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,261000000
auto wash,Commercial,1300,30,0.00,0.04,0,0,0,0,1,,,,,https://www.autopro.ae/prowash,424000000
auto washing,Commercial,1300,25,0.00,0.04,0,0,0,0,1,,,,,https://www.autopro.ae/prowash,1040000000
automatic car wash near me,Transactional,1300,20,0.88,0.25,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,134
autopro 7029,Navigational,1300,24,0.44,0.03,0,2,0,5,1,,https://cargaragefinder.ae/directory/autopro-7029-dubai,,https://bestserviceuae.com/garage/autopro-7029/,https://www.autopro.ae/,2220
autowash,Commercial,1300,33,0.00,0.04,0,0,0,0,2,,,,,https://www.autopro.ae/prowash,3080000
battery replacement,Commercial,1300,23,13.37,0.75,0,54,0,0,0,,https://cargaragefinder.ae/directory/car-battery-replacement-and-service-dubai,,,,125
best car detailing dubai,Commercial,1300,26,2.35,0.40,0,59,0,0,11,,https://cargaragefinder.ae/news/best-car-detailing-dubai,,,https://www.autopro.ae/additional-services/detailing,131
car battery replacement dubai,Informational,1300,29,6.76,0.63,0,0,0,0,6,,,,,https://www.autopro.ae/additional-services/battery,14800000
car detailing near me,Commercial,1300,22,1.57,0.55,0,0,0,0,3,,,,,https://www.autopro.ae/additional-services/detailing,88500000
car inspection service near me,Commercial,1300,33,3.93,0.36,0,0,0,87,5,,,,https://bestserviceuae.com/dubai/inspection/,https://www.autopro.ae/,321000000
car tyres,Commercial,1300,41,1.32,0.84,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,453000000
diamond motors garage ajman,"Informational, Transactional",1300,18,0.31,0.04,0,0,0,8,0,,,,https://bestserviceuae.com/garage/diamond-motors-garage-ajman/,,49
emirates moto,Navigational,1300,36,0.26,0.01,0,0,0,17,0,,,,https://bestserviceuae.com/garage/emirates-moto-used-car-showroom-and-service-centre/,,102
emirates transport sharjah branch,"Informational, Transactional",1300,22,0.00,0.33,0,0,0,46,0,,,,https://bestserviceuae.com/garage/emirates-transport/,,90
evergreen auto garage,Informational,1300,15,0.58,0.09,0,75,52,0,0,,https://cargaragefinder.ae/,https://www.mechanicar.com/united-arab-emirates/dubai/al-aweer-tower-auto-garage,,,3980000
german autocare,Navigational,1300,23,0.68,0.24,0,0,0,91,0,,,,https://bestserviceuae.com/garage/german-auto-care/,,2500000
golden arrow garage,Informational,1300,18,0.80,0.07,0,0,4,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/golden-arrow-garage,,,72
hyundai showroom mussafah,"Informational, Navigational",1300,19,1.27,0.05,0,24,0,6,0,,https://cargaragefinder.ae/directory/hyundai-showroom-abu-dhabi,,https://bestserviceuae.com/garage/hyundai-showroom-mussafah/,,27200
i service any car,Navigational,1300,33,1.24,0.07,0,24,4,0,0,,https://cargaragefinder.ae/directory/i-service-any-car-dubai,https://www.mechanicar.com/united-arab-emirates/dubai/i-service-any-car,,,102
indigo rent a car jlt,Navigational,1300,19,0.97,0.23,0,26,0,0,0,,https://cargaragefinder.ae/directory/indigo-rent-a-car-jlt-dubai,,,,103
mrs auto maintenance llc,Informational,1300,23,0.46,0.08,0,0,0,17,0,,,,https://bestserviceuae.com/garage/mercedes-workshop/,,1140000
mtm marine showroom powersports dubai,"Informational, Transactional",1300,23,0.40,0.05,0,9,0,0,0,,https://cargaragefinder.ae/directory/mtm-marine-showroom-powersports-dubai,,,,76
nissan service,Transactional,1300,16,2.16,0.29,0,92,0,0,0,,https://cargaragefinder.ae/directory/nissan-service-center-musaffah-abu-dhabi,,,,106
performance tuning llc,Navigational,1300,16,0.90,0.06,0,10,0,17,0,,https://cargaragefinder.ae/directory/performance-tuning-dubai,,https://bestserviceuae.com/garage/performance-tuning-llc/,,86
peugeot showroom,"Navigational, Transactional",1300,16,0.00,0.06,0,36,0,0,0,,https://cargaragefinder.ae/directory/peugeot-showroom-dubai,,,,97
porsche near me,Navigational,1300,43,1.59,0.19,0,58,0,0,0,,https://cargaragefinder.ae/directory/porsche-centreh-al-nabooda-sharjah,,,,173000000
puncture shop near me,Transactional,1300,11,1.59,0.50,0,0,0,0,11,,,,,https://www.autopro.ae/tyres,20200000
quickfit,Commercial,1300,38,1.14,0.07,0,0,0,89,0,,,,https://bestserviceuae.com/garage/quick-fit-auto-center/,,6220000
rebat street,Informational,1300,23,0.00,0.04,0,0,0,0,30,,,,,https://www.autopro.ae/store-locator,3630000
rpm auto maintenance,Informational,1300,18,0.61,0.06,0,0,0,6,0,,,,https://bestserviceuae.com/garage/rpm-auto-maintenance/,,82
rta car inspection,Commercial,1300,17,1.07,0.12,0,54,0,0,0,,https://cargaragefinder.ae/news/pass-rta-car-inspection-first-time,,,,3180000
rta vehicle inspection,Commercial,1300,25,1.07,0.12,0,60,0,0,0,,https://cargaragefinder.ae/news/pass-rta-car-inspection-first-time,,,,1760000
seven stars auto garage,"Informational, Transactional",1300,13,0.00,0.04,0,0,6,17,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/seven-stars-auto-garage,https://bestserviceuae.com/garage/seven-stars-auto-garage/,,95
shamil,Informational,1300,26,1.83,0.05,0,0,20,0,0,,,https://www.mechanicar.com/united-arab-emirates/fujairah/shamil,,,288000000
splash mechanical repairing,"Informational, Transactional",1300,24,0.97,0.06,0,0,0,11,0,,,,https://bestserviceuae.com/garage/splash-mechanical-repairing/,,4170000
standard auto repairing,Informational,1300,16,0.00,0.05,0,0,0,10,17,,,,https://bestserviceuae.com/garage/standard-auto-repair/,https://www.autopro.ae/,115
tasra general trading rashidia,Informational,1300,19,0.00,0.03,0,0,0,25,0,,,,https://bestserviceuae.com/garage/tasra-general-trading-co/,,351
the car vault dubai,"Informational, Transactional",1300,22,2.30,0.01,0,36,0,0,0,,https://cargaragefinder.ae/directory/the-car-vault-dubai,,,,6640000
tire repair near me,Commercial,1300,31,3.46,0.48,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,132
tire repair shop near me,Commercial,1300,25,1.50,0.51,0,0,0,0,6,,,,,https://www.autopro.ae/,147000000
tyre repair shop near me,Transactional,1300,13,1.50,0.51,0,0,0,0,13,,,,,https://www.autopro.ae/tyres,54600000
vehicle testing near me,Commercial,1300,32,1.35,0.31,0,0,0,0,8,,,,,https://www.autopro.ae/,552000000
window tinting near me,Commercial,1300,12,2.60,0.55,0,0,0,0,20,,,,,https://www.autopro.ae/additional-services/tinting,9560000
ziebart,Navigational,1300,30,4.53,0.13,0,0,0,21,0,,,,https://bestserviceuae.com/garage/ziebart-23062/,,106
غسيل,Informational,1300,12,2.06,0.14,0,0,0,0,5,,,,,https://www.autopro.ae/ar/prowash,49400000
360 car wash,Commercial,1000,8,0.00,0.03,0,0,0,0,44,,,,,https://www.autopro.ae/prowash,134
3m our car auto accessories fixing,Commercial,1000,19,0.00,0.04,0,0,0,65,0,,,,https://bestserviceuae.com/garage/3m-car-window-tint-paint-protection-film-ppf-home-office-window-film-and-tint-services-in-dubai-3m-authorized-center/,,89
ajmal mukhtar garage,Informational,1000,18,1.56,0.06,0,0,0,33,0,,,,https://bestserviceuae.com/garage/al-kuwaiti-garage/,,40300
al ajmal auto maintenance,"Informational, Transactional",1000,19,0.65,0.06,0,0,0,5,0,,,,https://bestserviceuae.com/garage/al-ajmal-auto-maintenance/,,1810000
al karawan garage,Navigational,1000,22,0.95,0.05,0,0,6,12,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/al-karawan-garage,https://bestserviceuae.com/garage/al-karawan-garage/,,62
al mubashir auto repair llc,Navigational,1000,22,0.29,0.03,0,0,4,37,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/al-mubashir-auto-repair-llc,https://bestserviceuae.com/abu-dhabi/body-shop/,,17200
al tayer motors service center,Navigational,1000,26,1.87,0.20,0,33,0,0,0,,https://cargaragefinder.ae/directory/al-tayer-motors-ford-showroom-road-dubai,,,,110
ali baba garage llc,Informational,1000,16,0.00,0.03,0,0,0,8,0,,,,https://bestserviceuae.com/garage/ali-baba-garage-llc/,,47
alsa automotive engineering,Navigational,1000,26,0.88,0.03,0,0,6,0,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/alsa-automotive-engineering,,,385000
aston martin service dubai,Informational,1000,20,8.66,0.46,0,88,0,0,0,,https://cargaragefinder.ae/directory/aston-martin-service-center-dubai,,,,2700000
auto electrical shop near me,Commercial,1000,11,1.61,0.48,0,0,0,63,73,,,,https://bestserviceuae.com/dubai/electrical/,https://www.autopro.ae/,111
auto glass middle east llc,Navigational,1000,22,0.80,0.06,0,46,10,0,0,,https://cargaragefinder.ae/directory/autoglass-middle-east-dubai,https://www.mechanicar.com/united-arab-emirates/dubai/auto-glass-middle-east-llc,,,8710000
autobahn garage,Commercial,1000,22,1.25,0.06,0,56,0,0,0,,https://cargaragefinder.ae/,,,,88
autohaus middle east co llc,Navigational,1000,24,0.00,0.04,0,0,11,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/autohaus-middle-east,,,60
berlin auto maintenance,Informational,1000,18,0.57,0.06,0,70,0,63,0,,https://cargaragefinder.ae/directory/category/repairs-maintenance,,https://bestserviceuae.com/garage/german-auto-care/,,97
brakes,"Informational, Navigational",1000,57,1.93,0.13,0,70,0,0,0,,https://cargaragefinder.ae/directory/only-brakes-auto-repairing-dubai,,,,793000000
bright spark auto repairing al quoz,"Informational, Navigational",1000,17,0.59,0.07,0,0,0,5,0,,,,https://bestserviceuae.com/garage/bright-spark-auto-repairing-al-quoz/,,2530
bright spark auto repairing musaffah,"Informational, Navigational",1000,28,0.63,0.05,0,0,0,27,0,,,,https://bestserviceuae.com/garage/bright-spark-auto-repairing-jebel-ali/,,89
bullet performance,Navigational,1000,30,1.27,0.04,0,14,0,0,0,,https://cargaragefinder.ae/directory/bullet-performance-exhaust-abu-dhabi,,,,99
car ac repair,Commercial,1000,19,5.27,0.24,0,0,0,0,1,,,,,https://www.autopro.ae/additional-services/air-conditionning,331000000
car ac repair center,Commercial,1000,19,3.65,0.06,0,0,0,0,1,,,,,https://www.autopro.ae/additional-services/air-conditionning,132
car accessories dubai,Commercial,1000,12,0.16,1.00,0,95,0,0,0,,https://cargaragefinder.ae/directory/care-car-accessories-dubai,,,,64200000
car electrical shop near me,Commercial,1000,10,1.61,0.48,0,0,0,8,0,,,,https://bestserviceuae.com/dubai/electrical/,,566000000
car inspection near me,Informational,1000,34,1.87,0.29,0,0,0,0,6,,,,,https://www.autopro.ae/,558000
car inspection stations near me,Commercial,1000,19,1.47,0.37,0,0,0,71,7,,,,https://bestserviceuae.com/dubai/inspection/,https://www.autopro.ae/,98
car interior cleaning,Commercial,1000,24,1.40,1.00,0,0,0,0,10,,,,,https://www.autopro.ae/additional-services/detailing,542000000
car repair dubai,Commercial,1000,49,4.30,0.32,0,0,0,0,1,,,,,https://www.autopro.ae/,51200000
car washing center near me,"Informational, Transactional",1000,16,0.79,0.32,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,553000000
car workshop,Commercial,1000,33,2.89,0.17,0,0,0,0,1,,,,,https://www.autopro.ae/,385000000
carzoo,Navigational,1000,21,0.80,0.28,0,19,0,21,0,,https://cargaragefinder.ae/directory/carzoo-dubai,,https://bestserviceuae.com/garage/carzoo-sell-your-car-in-dubai/,,58
dynatrade alquoz,"Informational, Transactional",1000,24,0.99,0.00,0,43,0,0,0,,https://cargaragefinder.ae/directory/dynatrade-auto-and-service-centre-dubai,,,,103
enoc car wash,Commercial,1000,23,1.00,0.13,0,0,0,0,2,,,,,https://www.autopro.ae/prowash,154000
hyundai service center umm ramool,"Informational, Transactional",1000,19,0.79,0.06,0,38,0,0,0,,https://cargaragefinder.ae/directory/hyundai-service-center-2-dubai,,,,81
jetour showroom - al quoz,"Informational, Navigational",1000,19,0.27,0.08,0,29,0,0,0,,https://cargaragefinder.ae/directory/jetour-al-quoz-dubai,,,,98
km garage,Navigational,1000,16,1.06,0.08,0,16,0,30,0,,https://cargaragefinder.ae/directory/km-auto-center-km-group-ras-al-khaimah,,https://bestserviceuae.com/garage/km-garage-abu-dhabi/,,262000000
leading edge garage,Informational,1000,18,0.48,0.06,0,0,3,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/leading-edge-garage,,,30400000
lexus service center sharjah,"Informational, Transactional",1000,18,5.33,0.06,0,0,0,64,0,,,,https://bestserviceuae.com/garage/lexus-showroom-sharjah/,,590000
mercedes benz cars middle east fze,"Informational, Transactional",1000,31,1.88,0.04,0,0,0,20,0,,,,https://bestserviceuae.com/garage/mercedes-benz-cars-middle-east-fze/,,143
milele motors,Navigational,1000,34,0.88,0.22,0,32,0,0,0,,https://cargaragefinder.ae/directory/milele-showroom-191-dubai,,,,197000
muscle car,Informational,1000,24,1.19,0.02,0,49,0,0,0,,https://cargaragefinder.ae/directory/dubai-muscle-car-dubai,,,,162
nahda 1 enoc,Commercial,1000,26,0.00,0.05,0,0,0,0,44,,,,,https://www.autopro.ae/store-locator,18100
new bharath pitstop,Navigational,1000,20,0.45,0.09,0,12,6,20,0,,https://cargaragefinder.ae/directory/new-bharat-pitstop-dubai,https://www.mechanicar.com/united-arab-emirates/dubai/new-bharath-pitstop-2,https://bestserviceuae.com/garage/new-bharat-pitstop/,,157000
pit stop,Commercial,1000,51,0.71,0.10,0,75,0,0,0,,https://cargaragefinder.ae/directory/pitstop-automotive-services-abu-dhabi,,,,543000000
power slide tyre fixing,Informational,1000,17,0.52,0.06,0,0,5,11,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/power-slide-tyres,https://bestserviceuae.com/garage/power-slide-tyre-fixing/,,49
profix auto care garage,Informational,1000,23,0.93,0.06,0,0,0,0,46,,,,,https://www.autopro.ae/,61400
rent a car qusais,Commercial,1000,15,1.87,0.43,0,99,0,0,0,,https://cargaragefinder.ae/directory/autorent-car-rental-al-qusais-dubai,,,,498000
rta passing center near me,Commercial,1000,29,0.00,0.08,0,0,0,0,92,,,,,https://www.autopro.ae/,3430000
sell any car dubai,Navigational,1000,37,2.70,0.86,0,38,0,0,0,,https://cargaragefinder.ae/directory/sellanycar-my-city-centre-dubai,,,,113
sports car accessories,Commercial,1000,26,0.67,0.15,0,68,0,0,0,,https://cargaragefinder.ae/directory/car-sport-accessories-abu-dhabi,,,,189
steam wash near me,Commercial,1000,16,0.77,0.39,0,0,0,0,5,,,,,https://www.autopro.ae/prowash,102
tasjeel al aweer,"Informational, Transactional",1000,26,1.11,0.03,0,0,0,18,0,,,,https://bestserviceuae.com/garage/tasjeel-al-awir/,,61500
tire shop sharjah,Commercial,1000,14,0.91,0.62,0,0,0,54,0,,,,https://bestserviceuae.com/sharjah/tires-wheels/,,120
tire shops in sharjah,Commercial,1000,12,0.91,0.62,0,0,0,52,0,,,,https://bestserviceuae.com/sharjah/tires-wheels/,,1420000
usman auto repair workshop llc sharjah ورشةعثمان الشارقة,Informational,1000,12,0.46,0.03,0,0,7,0,0,,,https://www.mechanicar.com/united-arab-emirates/sharjah/usman-auto-repair,,,294
vehicle inspection center near me,Commercial,1000,28,1.47,0.37,0,0,0,79,12,,,,https://bestserviceuae.com/dubai/inspection/,https://www.autopro.ae/,133
vehicle inspection stations near me,Commercial,1000,19,1.47,0.37,0,0,0,87,0,,,,https://bestserviceuae.com/abu-dhabi/inspection/,,110
vehicle repair shop,Commercial,1000,24,3.64,0.14,0,0,0,0,1,,,,,https://www.autopro.ae/,102
vehicle repair shops near me,Transactional,1000,19,3.07,0.35,0,0,0,0,2,,,,,https://www.autopro.ae/,136
vehicle testing centre near me,Commercial,1000,29,1.29,0.31,0,0,0,0,51,,,,,https://www.autopro.ae/,125
wellfit car seat covers,Commercial,1000,26,1.09,0.29,0,33,0,0,0,,https://cargaragefinder.ae/directory/wellfit-car-seat-cover-abu-dhabi,,,,178000
xtreme 4x4,Navigational,1000,33,0.60,0.06,0,13,0,0,0,,https://cargaragefinder.ae/directory/xtreme-4x4-dubai,,,,133
تبديل زيت,Commercial,1000,14,1.99,0.19,0,0,0,0,4,,,,,https://www.autopro.ae/ar/oil-change,122
تغيير زيت,Commercial,1000,12,1.03,0.12,0,0,0,0,5,,,,,https://www.autopro.ae/ar/oil-change,49800000
فحص المركبات دبي,Commercial,1000,19,1.70,0.29,0,0,0,0,87,,,,,https://www.autopro.ae/,1730000
ورشة إصلاح سيارات,Commercial,1000,16,0.00,0.19,0,0,0,88,0,,,,https://bestserviceuae.com/abu-dhabi/general-repair/,,126
وكالة بورش,Navigational,1000,58,1.19,0.14,0,37,0,0,0,,https://cargaragefinder.ae/directory/porsche-centreh-al-nabooda-sharjah,,,,1500000
2000 auto repair workshop,Informational,880,15,0.45,0.05,0,0,0,10,0,,,,https://bestserviceuae.com/garage/2000-auto-repair-workshop/,,77
advance auto repairing services llc,Navigational,880,32,0.86,0.10,0,0,19,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/avance-auto-services-llc,,,94
air conditioning cleaning dubai,Commercial,880,25,5.82,0.65,0,0,0,0,29,,,,,https://www.autopro.ae/additional-services/air-conditionning,13700000
al aweer car market,Informational,880,22,0.45,0.25,0,61,0,0,0,,https://cargaragefinder.ae/directory/al-aweer-auto-market-dubai,,,,159
al aweer car market dubai,Informational,880,19,0.45,0.25,0,46,0,0,0,,https://cargaragefinder.ae/directory/al-aweer-auto-market-dubai,,,,106
al aweer car market location,Commercial,880,16,0.45,0.25,0,34,0,0,0,,https://cargaragefinder.ae/directory/al-aweer-auto-market-dubai,,,,103
al dobowi group,Navigational,880,22,0.00,0.02,0,0,14,0,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/al-dobowi-tyre-company-llc,,,114
al mansoori,Informational,880,19,0.00,0.00,0,0,65,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/al-mansoori-garage,,,8900000
al nabooda automobiles audi service centre,Commercial,880,33,1.08,0.01,0,0,0,20,0,,,,https://bestserviceuae.com/garage/audi-dubai-service-center-al-nabooda-automobiles-llc/,,101
al nahda tyres and rings tr llc,Informational,880,17,0.00,0.03,0,0,1,0,0,,,https://www.mechanicar.com/united-arab-emirates/sharjah/al-nahda-tyres-and-rings-tr-llc,,,1110
al quoz auto repair,Commercial,880,16,3.77,0.30,0,0,0,58,0,,,,https://bestserviceuae.com/garage/al-quoz-auto-repair/,,362000
al sahari garage,Informational,880,16,0.67,0.12,0,0,75,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/al-mansoori-garage,,,23300
