Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),SERP Features
retail is detail,Informational,90,"1.00,1.00,0.82,1.00,1.00,1.00,0.82,0.45,0.64,0.45,0.27,0.36",15,0.00,"AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches"
sewa bill details,"Informational, Transactional",90,"0.03,0.05,0.03,0.36,0.28,0.28,1.00,0.05,0.03,0.05,0.03,0.03",27,0.00,"Sitelinks, Video, People also ask, Related searches"
vehicle details in dubai,Informational,90,"1.00,0.02,0.05,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.07",16,0.00,"Sitelinks, Video, People also ask, Related searches"
air arabia fleet details,Informational,70,"0.02,1.00,0.02,0.02,0.02,0.05,0.02,0.02,0.15,0.02,0.03,0.05",32,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
car detailing ajman,Commercial,70,"1.00,0.56,0.56,0.56,0.56,0.56,0.56,0.78,0.78,0.56,0.78,0.78",10,0.88,"Image, Video, People also ask, Local pack"
check mobile number details,Informational,70,"0.03,0.10,1.00,0.18,0.03,0.03,0.18,0.54,0.03,0.13,0.03,0.18",49,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
dewa water meter installation details,"Informational, Navigational",70,"0.79,0.14,0.79,1.00,0.21,0.07,0.07,0.07,0.07,0.07,0.14,1.00",16,0.00,"Image pack, Video, People also ask, Related searches"
door detail,Informational,70,"0.54,0.04,1.00,0.12,0.08,0.12,0.27,0.04,0.04,0.08,0.08,0.19",25,0.00,"Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
dubai car owner details,Informational,70,"0.02,0.02,0.05,1.00,0.02,0.03,0.02,0.02,0.03,0.08,0.07,0.03",9,0.00,"AI Overview, Video, Related searches"
exterior detailing,Informational,70,"0.44,0.03,0.03,0.10,1.00,0.03,0.03,0.10,0.03,0.03,0.10,0.03",13,1.42,"Sitelinks, AI Overview, Video, People also ask, Local pack, Related searches"
fcu unit details,Informational,70,"0.44,0.03,1.00,0.03,0.03,0.16,0.03,0.09,0.03,0.03,0.03,0.03",18,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches"
fine details,Informational,70,"0.50,0.50,0.50,0.36,0.36,0.50,1.00,0.79,1.00,1.00,0.50,0.79",34,0.00,"Video, People also ask, Related searches"
galadari driving school fees details,Informational,70,"0.05,0.05,0.10,0.19,0.19,0.05,0.19,0.67,0.05,1.00,0.67,0.81",19,0.77,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
gully trap details,Informational,70,"1.00,0.12,0.65,0.06,0.12,0.12,0.06,0.06,0.41,0.12,0.18,0.06",8,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Short videos, Related searches"
list of schools in sharjah with contact details,Commercial,70,"0.06,0.06,0.41,1.00,0.06,0.65,0.29,0.06,0.06,0.06,0.53,0.18",12,0.97,"Local pack, Related searches"
phone number details with name,Informational,70,"0.11,0.11,0.11,0.11,0.11,0.22,1.00,0.11,0.44,0.56,0.33,0.11",42,0.00,"Image pack, Video, Related searches"
staircase reinforcement details,Informational,70,"0.44,1.00,0.23,0.03,0.03,0.08,0.03,0.05,0.03,0.03,0.03,0.03",22,0.00,"Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
vehicle details dubai,Informational,70,"1.00,0.13,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03",14,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
air india flight details,Informational,50,"0.19,1.00,0.04,0.08,0.04,0.04,0.19,0.27,0.04,0.04,0.54,0.04",67,0.00,"Image, People also ask, Flights, Related searches"
al safar dubai company details,Informational,50,"0.04,0.04,1.00,0.15,0.04,0.12,0.04,0.19,0.08,0.04,0.04,0.04",12,0.00,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
atal pension yojana scheme details,Informational,50,"0.64,0.64,0.79,0.64,0.50,0.64,0.64,0.79,1.00,0.64,0.64,1.00",27,0.00,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
bank account details format,Informational,50,"0.13,0.03,0.03,0.08,0.03,0.13,0.03,0.03,0.05,0.10,0.08,1.00",16,0.00,"AI Overview, Image pack, Video, People also ask, Related searches"
call details app,Informational,50,"0.18,0.05,0.03,0.03,0.13,0.03,0.03,0.18,0.03,0.03,0.03,1.00",46,0.27,"AI Overview, Video, People also ask, Related searches"
car detailing uae,Commercial,50,"1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.65,0.06,0.06,0.41,0.18",28,1.16,"Video, Local pack, Related searches"
cma usa course details,Informational,50,"0.05,0.10,1.00,0.10,0.10,0.05,0.24,0.05,0.05,0.05,0.05,0.05",19,1.48,"AI Overview, Video, People also ask, Related searches"
detail door,Informational,50,"0.82,0.06,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.18,0.06",19,0.00,"Image pack, Video, Video carousel, People also ask, Related searches"
detail shop,Commercial,50,"0.50,0.07,0.07,0.14,0.29,0.07,1.00,0.07,0.07,0.36,0.79,0.79",23,2.21,"Sitelinks, Video, People also ask, Local pack, Related searches"
detailing brushes,,50,"0.81,0.19,0.10,0.05,0.05,0.05,0.05,0.05,0.14,0.05,0.05,1.00",,0.40,
dubai vehicle owner details,Informational,50,"0.03,0.18,0.03,1.00,0.05,0.13,0.05,0.23,0.03,0.03,0.03,0.08",15,0.00,"Video, People also ask, Related searches"
ek818 emirates flight details,Informational,50,"0.03,0.03,0.03,0.06,0.03,0.22,1.00,0.22,0.03,0.03,0.09,0.03",21,0.00,"AI Overview, Flights, Related searches"
etisalat package details,Informational,50,"0.20,0.20,0.40,0.40,1.00,0.20,0.40,0.60,0.20,0.20,0.20,0.20",16,0.47,"AI Overview, Image pack, Video, Related searches"
kerala car owner details,Informational,50,"1.00,1.00,0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.56,0.44,0.11",14,0.00,"AI Overview, Video, Video carousel, Related searches"
list of companies in uae with contact details pdf,Informational,50,"0.52,0.05,1.00,0.67,0.05,0.05,0.14,0.24,0.05,0.14,0.05,0.10",17,2.22,"AI Overview, Related searches"
list of hospitals in dubai with contact details,Informational,50,"0.54,0.04,1.00,0.04,0.19,0.04,0.04,0.04,0.04,0.04,0.15,0.08",38,1.89,"Image pack, Video, People also ask, Local pack, Related searches"
mobile auto detailing,Commercial,50,"0.03,0.03,0.03,0.03,0.05,0.05,1.00,0.13,0.23,0.05,0.05,1.00",19,1.56,"Video, People also ask, Local pack, Related searches"
pressure breaking manhole details,Informational,50,"0.20,0.20,0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.60,1.00,0.20",8,0.00,"AI Overview, Image pack, Video, People also ask, Related searches"
splitter damper detail,Informational,50,"0.18,0.36,0.18,0.82,0.18,1.00,0.18,0.18,0.18,1.00,0.18,0.64",4,0.00,"AI Overview, Image pack, Video, People also ask, Related searches"
us cma course details,Informational,50,"0.08,0.04,1.00,0.12,0.12,0.08,0.04,0.19,0.27,0.04,0.04,0.04",27,1.48,"AI Overview, Video, People also ask, Related searches"
vahan registration details,Informational,50,"0.03,0.03,0.09,0.22,0.03,0.12,0.09,0.03,0.03,0.03,0.03,1.00",36,0.00,"Video, Related searches"
acoustic ceiling detail,Informational,40,"0.56,0.11,0.11,0.44,1.00,0.11,0.11,0.11,1.00,0.11,1.00,0.11",22,0.00,"Image, Image pack, Video, Video carousel, People also ask, Related searches"
ai906 flight details,Informational,40,"0.05,1.00,0.05,0.05,0.05,0.10,0.43,0.33,0.05,0.00,0.05,0.19",15,0.00,"AI Overview, Image, Related searches"
air india express ticket details,Navigational,40,"0.11,0.11,0.44,0.22,0.33,0.33,0.78,0.33,0.11,0.11,1.00,0.22",41,0.00,"Video, People also ask, Related searches"
air india fleet details,Informational,40,"0.07,1.00,0.07,0.64,0.07,0.07,0.50,0.07,0.07,0.07,0.64,0.07",41,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
app for car details,Informational,40,"1.00,0.22,0.11,0.44,0.11,0.22,0.44,0.11,1.00,0.56,0.11,0.33",42,0.00,"AI Overview, Video, People also ask, Related searches"
big ticket details,Informational,40,"1.00,0.11,0.11,0.78,0.44,0.22,0.11,0.56,0.44,0.11,0.11,0.22",26,0.18,"AI Overview, Image pack, Video, People also ask, Related searches"
blockwork construction details,Informational,40,"1.00,0.57,0.14,0.14,1.00,0.14,0.14,0.14,0.43,1.00,0.29,0.57",16,0.00,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
booking com contact details australia,"Navigational, Transactional",40,"0.56,0.11,0.11,1.00,0.11,1.00,0.11,0.11,0.56,0.11,0.11,0.56",63,0.00,Related searches
bulkhead ceiling detail,"Informational, Transactional",40,"1.00,0.82,1.00,0.18,0.09,0.64,0.27,0.09,0.09,0.27,0.09,0.09",16,0.00,"Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
bulkhead construction detail,,40,"0.11,1.00,0.11,0.44,0.78,0.11,0.22,1.00,0.22,0.11,0.11,0.44",,0.00,
burj khalifa details in tamil,,40,"0.11,0.33,0.33,1.00,0.44,0.44,0.56,0.11,0.11,0.11,0.11,1.00",,0.00,
car deep detailing,,40,"1.00,0.71,0.14,0.71,0.29,0.57,0.29,1.00,0.14,0.57,0.29,0.43",,0.00,
car detailing glaze,,40,"0.44,0.33,0.78,0.11,0.11,0.11,0.11,1.00,0.22,0.11,0.78,0.56",,0.00,
car detailing services dubai,Commercial,40,"0.11,0.11,0.11,0.11,0.78,0.33,0.33,1.00,1.00,0.56,0.22,0.11",40,1.14,"Image, Video, Local pack, Related searches"
car exterior detailing,Transactional,40,"1.00,0.18,0.09,0.09,1.00,0.09,0.09,0.45,0.27,0.09,0.09,0.09",9,1.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Local pack, Related searches"
car registration details,Informational,40,"0.07,0.07,0.21,0.07,0.29,0.07,0.07,0.21,1.00,0.07,0.14,1.00",22,0.00,"Video, People also ask, Related searches"
card details generator,Informational,40,"0.33,1.00,0.78,0.11,0.11,0.78,0.11,0.11,0.11,0.56,0.78,0.11",43,0.00,
career details,,40,"1.00,0.11,0.33,0.11,0.33,0.22,0.33,1.00,0.22,0.22,0.11,0.78",,0.00,
cast details,,40,"0.11,1.00,1.00,0.33,0.11,0.22,0.33,0.22,0.78,0.11,0.44,0.11",,0.00,
cat ladder detail,,40,"0.14,0.14,0.21,0.29,0.07,1.00,0.29,0.07,0.07,0.21,0.29,0.21",,0.00,
check aadhar card details,,40,"0.22,0.11,0.44,0.78,0.33,0.11,0.56,1.00,0.33,0.11,0.11,0.56",,0.00,
check vehicle details with chassis number,,40,"0.22,0.11,0.56,1.00,0.11,0.11,0.11,0.11,0.33,0.33,1.00,0.78",,0.12,
concrete planter box detail,,40,"0.11,0.11,1.00,0.11,0.11,0.56,0.78,0.11,0.22,0.78,1.00,0.11",,0.00,
corbel detail,,40,"0.56,0.11,0.11,0.11,0.11,0.11,0.44,0.56,1.00,1.00,0.44,0.44",,0.00,
coverage details,Informational,40,"0.11,1.00,0.11,0.78,1.00,0.11,0.11,0.56,0.11,0.11,0.11,0.11",20,0.00,"AI Overview, Video, People also ask, Related searches"
cricket world cup details,Informational,40,"0.56,0.11,0.78,0.11,0.33,0.11,0.11,0.44,1.00,1.00,0.56,0.22",70,0.00,"Sitelinks, Video, People also ask, Related searches"
curtain wall detail cad,Informational,40,"0.22,0.11,0.78,0.33,1.00,1.00,0.56,0.11,0.11,0.56,0.11,0.56",14,0.00,"Image, Image pack, Video, People also ask, Related searches"
curtain wall mullion detail dwg,Informational,40,"0.56,0.22,0.33,0.22,0.44,0.22,0.11,1.00,0.11,0.44,0.11,0.11",12,0.00,"Image, Image pack, Video, Related searches"
detail design architecture,Informational,40,"1.00,0.44,1.00,1.00,0.33,0.33,0.11,0.11,0.78,0.11,0.11,0.33",16,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
detailed assessment take test,Informational,40,"1.00,1.00,0.00,0.07,0.14,0.07,0.07,0.00,0.07,0.07,0.07,0.36",24,0.00,"Video, People also ask, Related searches"
details ترجمة,,40,"0.11,1.00,0.11,1.00,0.11,0.44,0.33,0.11,0.11,0.22,0.33,1.00",,0.00,
domain hosting details,,40,"0.14,0.14,0.14,0.29,0.14,0.71,1.00,0.57,1.00,0.29,1.00,0.71",,0.00,
dubai court case details,Informational,40,"0.44,0.78,0.22,0.22,0.22,1.00,0.11,0.78,0.11,0.44,0.44,0.22",19,0.00,"Video, People also ask, Related searches"
elevator section detail pdf,Informational,40,"1.00,0.78,0.11,0.56,0.22,0.44,0.11,0.56,0.56,0.11,0.11,0.56",,0.00,"Image, Image pack, Related searches"
emaar contact details,Informational,40,"1.00,0.27,0.09,0.18,1.00,0.09,0.09,0.09,0.09,0.09,0.36,0.09",19,2.66,"Featured snippet, Video, People also ask, Related searches"
ff details meaning,Informational,40,"0.11,1.00,0.56,0.78,0.33,0.11,1.00,0.33,0.11,0.22,0.11,0.56",32,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
fill in the details,Informational,40,"0.22,0.78,0.11,0.11,0.11,1.00,0.78,0.11,1.00,0.11,0.22,0.22",23,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
fin details,,40,"0.11,0.22,0.11,0.78,0.56,0.22,0.11,0.11,0.11,0.33,1.00,1.00",,0.00,
floor cleanout detail,,40,"0.11,0.11,0.11,0.11,0.44,0.44,1.00,0.78,1.00,0.11,0.33,0.11",,0.00,
footing details dwg,Informational,40,"0.78,0.33,0.78,0.78,0.11,0.44,0.11,0.11,0.33,0.11,1.00,0.11",10,0.00,"Image pack, Video, People also ask, Related searches"
foundation detail drawing,,40,"0.44,1.00,0.56,0.11,0.56,0.11,0.44,0.44,0.33,0.11,0.22,1.00",,0.00,
grc panel fixing detail,,40,"0.11,0.11,0.78,0.78,0.44,0.11,0.78,0.11,0.33,0.11,1.00,0.22",,0.00,
guardrail detail,,40,"0.11,0.11,0.78,0.56,0.22,0.11,0.11,0.22,1.00,0.11,0.44,1.00",,0.00,
how to check call details,Informational,40,"0.33,1.00,0.78,0.11,0.11,0.11,0.11,0.11,0.44,1.00,0.11,0.78",,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
income tax details,Informational,40,"0.11,0.11,0.78,0.11,0.44,0.44,0.22,0.44,1.00,0.78,0.11,0.11",56,0.00,"AI Overview, Video, People also ask, Related searches"
indian overseas bank account details,,40,"0.11,0.11,0.78,0.22,0.11,0.33,0.44,0.22,0.11,1.00,0.56,0.78",,0.00,
jio 599 plan details,Informational,40,"0.44,1.00,0.11,0.33,0.33,0.33,0.78,0.11,1.00,0.11,0.11,0.11",23,0.00,"AI Overview, Image pack, Video, Video carousel, People also ask"
kadampuzha temple vazhipadu details,,40,"0.14,0.14,0.43,1.00,0.14,0.14,0.43,1.00,0.57,1.00,1.00,1.00",,0.00,
kyc details means,,40,"0.44,0.11,0.11,0.11,0.11,0.11,0.78,0.78,1.00,0.11,0.33,1.00",,0.00,
labor detail,,40,"0.22,0.22,0.56,0.11,0.11,0.11,0.78,0.11,0.56,1.00,0.11,0.78",,0.00,
malta country details,,40,"0.78,0.33,0.44,0.11,0.22,0.11,0.11,0.33,0.11,0.33,0.78,1.00",,0.00,
my location details,Informational,40,"0.29,0.43,0.14,1.00,0.29,0.43,1.00,0.14,0.71,0.14,0.14,0.43",57,0.00,"AI Overview, Image, Video, Related searches"
oman id card details,Informational,40,"0.22,0.33,1.00,0.11,0.78,0.56,0.78,0.11,0.11,0.22,0.78,0.11",14,0.00,"AI Overview, Video, People also ask, Related searches"
passport details in cv,Informational,40,"1.00,0.11,1.00,0.56,0.11,0.78,0.33,0.11,0.11,0.11,0.11,0.11",19,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
pipe penetration detail,,40,"0.14,1.00,0.14,1.00,0.14,0.29,0.43,0.57,1.00,0.14,0.71,0.71",,0.00,
sbi bank account details,Informational,40,"0.11,0.22,0.11,0.78,1.00,0.44,0.11,0.44,0.56,0.11,0.33,0.11",34,0.00,"AI Overview, Video, Video carousel, People also ask"
scupper detail,Informational,40,"1.00,0.22,0.33,0.11,0.78,0.56,0.44,0.11,0.78,0.22,0.11,0.11",8,0.00,"Image, Image pack, Video, Video carousel, People also ask, Related searches"
sectional door details,Informational,40,"0.33,0.11,1.00,0.11,0.56,0.11,0.56,0.11,0.56,1.00,0.78,0.44",13,0.00,"Image pack, Video, Video carousel, People also ask, Related searches"
shoring details,Informational,40,"0.11,0.56,0.78,0.22,0.11,0.11,0.78,0.56,0.56,0.22,1.00,0.11",15,0.00,"AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
sliding door section detail dwg,Informational,40,"1.00,0.33,0.11,1.00,0.78,0.11,0.11,0.11,0.11,0.56,0.11,0.11",5,0.00,"Image, Image pack, Video, Related searches"
spider fitting glass detail,Informational,40,"1.00,0.33,1.00,0.11,0.11,0.44,0.11,0.11,0.33,0.22,0.44,0.11",9,0.00,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
tanjore temple construction details,Informational,40,"0.33,0.11,0.11,1.00,0.11,1.00,0.11,1.00,0.11,0.56,0.33,0.11",9,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
tneb pension details,,40,"0.44,0.11,0.33,1.00,0.56,0.11,0.22,0.33,0.33,0.22,0.11,1.00",,0.00,
web details,Commercial,40,"0.33,0.11,0.22,0.78,0.11,0.11,0.78,0.11,0.11,1.00,0.56,0.56",,0.79,"Video, People also ask, Related searches"
window detail dwg,Informational,40,"0.60,0.40,0.40,1.00,0.20,0.20,0.40,0.40,0.20,0.20,0.20,0.20",5,0.00,"Image, Image pack, Video, Video carousel, Related searches"
3m detailing products,"Informational, Transactional",30,"0.14,0.14,0.71,0.29,0.14,1.00,1.00,0.29,0.14,0.14,1.00,0.14",,0.00,"Sitelinks, Knowledge panel, Related searches"
5s details,,30,"0.33,0.22,0.11,0.33,0.11,0.11,0.22,0.78,0.22,0.56,0.11,1.00",,0.00,
a detail,Informational,30,"0.22,0.22,0.11,0.78,0.11,0.11,1.00,0.11,0.33,0.11,0.56,0.11",53,0.00,"AI Overview, Image pack, Video, People also ask, Related searches"
aapt2 error check logs for details,Informational,30,"1.00,0.11,0.22,0.11,0.11,0.33,0.78,0.11,0.11,0.11,0.22,0.11",21,0.00,"Sitelinks, AI Overview, Video, People also ask"
abu dhabi fine details,,30,"0.11,0.11,0.11,0.33,0.11,1.00,0.22,0.22,0.44,0.44,0.11,0.11",,0.00,
abu dhabi number plate details,,30,"0.14,0.57,1.00,0.14,0.43,0.43,0.14,0.14,0.29,0.57,0.14,0.43",,0.00,
abu dhabi police fine details,Informational,30,"0.11,0.33,1.00,0.22,0.11,0.11,0.11,0.11,0.22,0.11,0.33,0.11",24,0.00,Related searches
abu dhabi to chennai flight details,Informational,30,"0.11,1.00,0.11,0.11,0.11,0.33,0.11,0.11,0.11,0.11,0.11,0.22",21,0.37,"Video, Flights, Related searches"
acca details,,30,"0.11,0.11,0.33,0.11,0.11,0.11,1.00,0.33,0.11,0.11,1.00,0.11",,0.41,
access panel detail,,30,"0.57,0.14,0.14,0.14,0.57,0.14,0.14,0.29,0.43,0.14,1.00,1.00",,0.00,
accor contact details,,30,"0.11,0.11,0.11,0.56,0.11,1.00,0.11,0.33,0.11,0.78,0.22,0.33",,0.00,
accuracy and attention to detail,,30,"0.14,0.71,0.14,0.14,0.43,1.00,0.14,0.29,0.29,0.14,1.00,0.14",,0.00,
aco slot drain detail,Informational,30,"0.57,0.14,0.14,0.14,0.29,0.29,1.00,0.14,0.14,0.71,0.14,0.14",27,0.00,"Image pack, Video, Video carousel, Related searches"
acoustic door detail,,30,"0.14,0.14,0.14,0.57,0.14,0.14,1.00,0.71,0.14,0.71,0.71,0.14",,0.00,
acp cladding detail drawing,Informational,30,"0.11,1.00,0.22,0.11,0.11,0.11,0.56,0.11,0.56,0.44,0.33,0.11",16,0.00,"Image, Image pack, Video, People also ask, Related searches"
acp cladding details pdf,,30,"0.44,0.11,0.11,0.11,0.33,0.11,0.78,0.11,0.11,0.11,1.00,0.11",,0.00,
acp cladding fixing details,"Informational, Transactional",30,"0.43,0.29,0.14,0.14,0.14,0.14,1.00,0.14,0.43,0.14,0.14,1.00",10,0.00,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
activity details,"Informational, Transactional",30,"0.11,0.44,1.00,0.11,0.11,0.78,0.11,0.11,0.11,0.11,0.11,0.11",47,0.00,"Image pack, Video, People also ask, Related searches"
adcb account details,Navigational,30,"0.11,0.22,1.00,0.44,0.22,1.00,0.22,0.11,0.11,0.44,0.11,0.78",40,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
adcb contact details,"Informational, Navigational",30,"0.11,1.00,0.11,0.11,0.33,0.11,1.00,0.11,0.56,0.11,0.11,0.22",25,0.00,"Featured snippet, Related searches"
adcb current account details,,30,"0.14,0.14,0.57,0.14,0.43,0.29,0.14,0.57,0.29,1.00,0.57,0.14",,0.00,
adcb hayyak account details,"Informational, Transactional",30,"0.14,0.57,0.57,0.14,0.14,1.00,0.14,1.00,0.14,0.14,0.14,0.14",29,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches"
additional details,,30,"1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.44,0.11",,0.00,
afsal ul ulama course details,,30,"0.43,0.43,0.43,0.14,0.14,0.14,0.14,0.43,0.43,0.14,0.43,1.00",,0.00,
ahu duct connection details,Informational,30,"0.22,0.11,0.11,0.11,0.11,0.22,1.00,0.11,1.00,0.11,0.11,0.11",12,0.00,"AI Overview, Image pack, Video, Video carousel, People also ask"
