Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,easyauto.ae,lexus.ae,ppfdubai.ae,ceramicpro.com,3mae.ae,easyauto.ae (pages),lexus.ae (pages),ppfdubai.ae (pages),ceramicpro.com (pages),3mae.ae (pages),Results
سيارات suv,Informational,210,10,1.56,0.10,0,11,0,0,0,,https://www.lexus.ae/ar/suv/,,,,156
سيارات عائلية,Informational,210,11,0.54,0.07,0,19,0,0,0,,https://www.lexus.ae/ar/news/the-best-used-cars-for-families/,,,,152
عروض الفطيم للسيارات,Informational,210,9,0.70,0.57,0,20,0,0,0,,https://www.lexus.ae/ar/valuation-sell/,,,,112
لكزس 2016,Informational,210,12,0.15,0.06,0,20,0,0,0,,https://www.lexus.ae/ar/,,,,137
لكزس 2020,Informational,210,14,0.24,0.07,0,26,0,0,0,,https://www.lexus.ae/ar/pre-owned/lx570/,,,,136
لكزس 350,Informational,210,10,0.51,0.13,0,2,0,0,0,,https://www.lexus.ae/ar/new-cars/es/3.5l/,,,,133
لكزس gs350,Informational,210,12,0.36,0.21,0,26,0,0,0,,https://www.lexus.ae/ar/pre-owned/gs300/,,,,130
لكزس الامارات,"Informational, Transactional",210,16,0.70,0.27,0,1,0,0,0,,https://www.lexus.ae/ar/,,,,181
لكزس صالون,Informational,210,12,0.70,0.11,0,3,0,0,0,,https://www.lexus.ae/ar/news/lexus-saloon-cars/,,,,137
مركز صيانة لكزس الشارقة,Informational,210,16,0.00,0.03,0,1,0,0,0,,https://www.lexus.ae/ar/our-locations/sharjah-service-center/?utm_campaign=local_search&utm_medium=organic,,,,123
معارض الشارقه للسيارات,Commercial,210,15,0.14,0.37,0,25,0,0,0,,https://www.lexus.ae/ar/our-locations/sharjah-showroom/?utm_source=google&utm_campaign=local_search&utm_medium=organic,,,,137
وكالة الفطيم الفجيرة,"Informational, Transactional",210,16,0.31,0.16,0,2,0,0,0,,https://www.lexus.ae/ar/our-locations/fujairah-showroom/,,,,117
وكالة الفطيم عجمان,Commercial,210,15,0.23,0.37,0,5,0,0,0,,https://www.lexus.ae/ar/our-locations/ajman-service-center/,,,,113
0 interest on car loans in uae,Informational,170,24,1.50,0.72,0,4,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,121
2007 lexus is250,Informational,170,21,0.00,0.08,0,40,0,0,0,,https://www.lexus.ae/en/pre-owned/is250/,,,,130
3m 6200,Informational,170,10,0.78,0.92,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/reusable-respirators/half-mask/,97
3m dubai,Transactional,170,12,2.33,0.49,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/company-mea/about-3m/,102
3m gulf ltd,"Informational, Transactional",170,16,1.80,0.07,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/company-mea/about-3m/,1750000
3m star computers llc,Navigational,170,22,0.00,0.05,0,0,0,0,14,,,,,https://www.3mae.ae/3M/en_AE/company-mea/about-3m/,106
3m uae,Navigational,170,17,2.23,0.18,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/company-mea/,139
acoustic lining,Informational,170,10,0.65,1.00,0,0,0,0,13,,,,,https://www.3mae.ae/3M/en_AE/p/c/insulation/acoustic/,136
adhesive glue remover,Commercial,170,16,0.04,1.00,0,0,0,0,4,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/chemicals-disinfectants/adhesive-cleaners-removers/,133
adhesive remover,Informational,170,16,0.04,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/chemicals-disinfectants/adhesive-cleaners-removers/,143
al fawzan 3m,Informational,170,19,0.00,0.09,0,0,0,0,5,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/,108
al futtaim uae,Commercial,170,44,1.05,0.53,0,31,0,0,0,,https://www.lexus.ae/en/trade-in/,,,,109
aluminium foil tape,Informational,170,5,2.37,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/foil/,138
apply for car loan,Commercial,170,22,2.57,0.30,0,11,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,106
beach camping in dubai,Informational,170,16,0.56,0.18,0,66,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,125
best 7 seater suv dubai,Informational,170,12,0.77,0.54,0,31,0,0,0,,https://www.lexus.ae/en/news/lexus-7-seater-models/,,,,151
best 7 seater suv in uae,Informational,170,9,1.74,0.52,0,27,0,0,0,,https://www.lexus.ae/en/news/lexus-7-seater-models/,,,,154
best fuel efficient car in uae,Informational,170,9,1.07,0.22,0,8,0,0,0,,https://www.lexus.ae/en/news/top-models-picks-for-fuel-efficiency/,,,,150
body polish car,Informational,170,12,0.75,1.00,0,0,0,0,12,,,,,https://www.3mae.ae/3M/en_AE/collision-repair-ae/car-repair-and-refinish-processes/polishing-and-finishing/,159
bondo body filler,Informational,170,10,0.37,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/adhesives/fillers/body/,131
buffing pads,Informational,170,9,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/compounds-polishes/bonnets-buffing-pads/,138
camping spots in abu dhabi,Commercial,170,27,0.00,0.08,0,70,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,125
car accident report,Informational,170,19,0.47,0.07,0,7,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,6500
car bumper repair,Informational,170,12,3.27,0.83,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/collision-repair-ae/car-repair-and-refinish-processes/bumper-and-plastic-repair/,127
car cooling film,Informational,170,15,1.08,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,135
car detailing al quoz,Commercial,170,10,2.19,0.41,0,0,16,0,0,,,https://ppfdubai.ae/full-detailing,,,137
car exchange offer,Informational,170,9,1.82,0.92,0,6,0,0,0,,https://www.lexus.ae/en/valuation-trade-in/,,,,772000000
car infotainment system,Informational,170,26,0.73,1.00,0,3,0,0,0,,https://www.lexus.ae/en/news/car-infotainment-system-and-their-benefits/,,,,136
car injector,Informational,170,24,0.00,0.36,0,3,0,0,0,,https://www.lexus.ae/en/news/what-is-an-injector-cleaner-and-when-to-use-it/,,,,127
car loan finance,Informational,170,32,2.12,0.13,0,15,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,716000000
car loan without salary certificate,Informational,170,19,1.02,0.83,0,12,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,108
car protection film,Commercial,170,26,3.23,0.92,0,3,26,0,1,,https://www.lexus.ae/en/news/what-is-paint-protection-film-and-is-it-worth-it/,https://ppfdubai.ae/,,https://www.3mae.ae/3M/en_AE/p/c/films-sheeting/surface-protection-materials/films/i/automotive/,136
car showroom abu dhabi,Commercial,170,27,1.54,0.77,0,33,0,0,0,,https://www.lexus.ae/en/our-locations/abu-dhabi-showroom/,,,,4870000
car tyre air pressure,Informational,170,19,1.43,0.99,0,6,0,0,0,,https://www.lexus.ae/en/news/what-is-car-tire-pressure-and-how-to-check-it-in-uae/,,,,127
car valuation online uae,Informational,170,20,1.64,0.33,0,49,0,0,0,,https://www.lexus.ae/en/valuation-sell/,,,,108
car wash liquid,Informational,170,18,0.16,1.00,0,0,0,0,36,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/i/automotive/,138
car wrapping dubai price,Informational,170,12,3.61,0.76,0,0,0,0,17,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/car-wrapping/,99
carbon fiber wrap,Informational,170,19,1.16,1.00,0,0,0,0,50,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/car-wrapping/,130
ceramic coating near me,Commercial,170,10,2.32,0.69,0,0,0,4,0,,,,https://ceramicpro.com/how-to-find-the-best-ceramic-coating-installer-near-me/,,56700000
certified used cars,Commercial,170,26,0.45,0.69,0,16,0,0,0,,https://www.lexus.ae/en/pre-owned/,,,,166
chemical mask,Informational,170,8,0.12,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/reusable-respirators/i/safety/,167
cloth tape,Informational,170,9,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/cloth-duct/cloth/,136
cooling system,Informational,170,38,1.52,0.61,0,8,0,0,0,,https://www.lexus.ae/en/news/tips-for-maintaining-your-cars-cooling-system/,,,,133
davit arm,Informational,170,7,0.00,0.36,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/fall-protection/confined-space/davit-arms-masts/,134
degreaser spray,Informational,170,18,0.04,1.00,0,0,0,0,5,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/chemicals-disinfectants/degreasers/,143
dubai police accident report online,Navigational,170,28,0.00,0.33,0,4,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,148
dubai to salalah road trip,Informational,170,16,0.00,0.05,0,1,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-for-dubai-to-salalah-road-trip/,,,,119
ear covers,Informational,170,16,0.33,1.00,0,0,0,0,9,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/hearing-protection/i/safety/personal-safety/,157
electrical insulation tape,Informational,170,14,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/electrical/,135
floor wiper with stick,Informational,170,11,0.38,1.00,0,0,0,0,14,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/equipment/floor-tools/b/scotch-brite/,138
fujairah camping spots,Commercial,170,18,0.00,0.07,0,53,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,383000
glue remover,Informational,170,19,0.37,1.00,0,0,0,0,3,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/chemicals-disinfectants/adhesive-cleaners-removers/,132
hot and cold compress,Informational,170,29,0.00,0.96,0,0,0,0,23,,,,,https://www.3mae.ae/3M/en_AE/p/c/medical/temperature-management/hot-cold-therapy/hot-cold-packs/,133
how to check tyre expiry date,Informational,170,12,0.00,0.33,0,2,0,0,0,,https://www.lexus.ae/en/news/a-complete-guide-on-how-to-check-tyre-year/,,,,109
how to get car loan in dubai,Informational,170,29,1.15,0.77,0,6,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,113
infotainment system,Informational,170,25,0.49,0.66,0,5,0,0,0,,https://www.lexus.ae/en/news/car-infotainment-system-and-their-benefits/,,,,108
is lexus,Informational,170,38,0.66,0.10,0,4,0,0,0,,https://www.lexus.ae/en/,,,,136
is200t,Informational,170,23,0.00,0.04,0,3,0,0,0,,https://www.lexus.ae/en/pre-owned/is200t/,,,,132
laptop privacy screen,Informational,170,19,0.32,1.00,0,0,0,0,7,,,,,https://www.3mae.ae/3M/en_AE/p/c/office-supplies/workstation-accessories/screen-filters-protectors/,147
laptop screen protector,Informational,170,19,0.20,1.00,0,0,0,0,5,,,,,https://www.3mae.ae/3M/en_AE/p/c/office-supplies/workstation-accessories/screen-filters-protectors/,140
lexus 2017,Informational,170,17,0.20,0.03,0,8,0,0,0,,https://www.lexus.ae/en/,,,,136
lexus engine oil,Informational,170,13,0.70,1.00,0,3,0,0,0,,https://www.lexus.ae/en/owners/service-plan-and-products/oil-treatment/,,,,117
lexus for sale,Informational,170,14,0.29,0.36,0,8,0,0,0,,https://www.lexus.ae/en/,,,,165
lexus for sale in uae,Transactional,170,19,0.32,0.36,0,3,0,0,0,,https://www.lexus.ae/en/pre-owned/,,,,170
lexus land cruiser,Informational,170,46,0.80,0.02,0,4,0,0,0,,https://www.lexus.ae/en/new-cars/lx/,,,,125
lexus lc500 interior,Informational,170,22,0.00,0.00,0,2,0,0,0,,https://www.lexus.ae/en/new-cars/lc/,,,,114
lexus lfa for sale,Informational,170,16,0.32,0.04,0,7,0,0,0,,https://www.lexus.ae/en/pre-owned/lfa/,,,,182
lexus ls 460 price in uae,Informational,170,16,0.19,0.34,0,2,0,0,0,,https://www.lexus.ae/en/pre-owned/ls460/,,,,109
lexus parts center,Navigational,170,16,0.00,0.06,0,4,0,0,0,,https://www.lexus.ae/en/news/where-can-i-repair-my-lexus-car-in-dubai/,,,,132
lexus service booking,"Navigational, Transactional",170,12,8.78,0.30,0,1,0,0,0,,https://www.lexus.ae/en/book-a-service/,,,,107
lexus service center dubai,Navigational,170,12,3.63,0.57,0,1,0,0,0,,https://www.lexus.ae/en/our-locations/dubai-albadia-service-center/,,,,104
lexus station,Navigational,170,25,0.82,0.08,0,1,0,0,0,,https://www.lexus.ae/en/,,,,111
lexus suv models,Informational,170,25,0.73,0.22,0,3,0,0,0,,https://www.lexus.ae/en/suv/,,,,138
lexus used cars in uae,Commercial,170,19,0.29,0.61,0,1,0,0,0,,https://www.lexus.ae/en/pre-owned/,,,,171
lexus vin,Informational,170,13,0.00,0.01,0,8,0,0,0,,https://www.lexus.ae/en/owners/,,,,94
lx600 lexus 2022,Informational,170,9,5.31,0.10,0,6,0,0,0,,https://www.lexus.ae/en/pre-owned/lx600/,,,,103
magic tape,Informational,170,14,0.42,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/office/clear-office/b/scotch/,140
metal cable ties,Informational,170,9,0.37,1.00,0,0,0,0,23,,,,,https://www.3mae.ae/3M/en_AE/p/c/electrical/wire-cable/management/ties/,136
metal glue,Informational,170,12,0.22,1.00,0,0,0,0,4,,,,,https://www.3mae.ae/3M/en_AE/bonding-and-assembly-ae/substrate/metal/,134
minimum salary for car loan in uae,Informational,170,20,1.66,0.47,0,9,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,104
n95 respirator,Informational,170,22,0.37,1.00,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/respiratory-protection/disposable/i/safety/personal-safety/,136
night camping,Informational,170,15,0.00,0.03,0,24,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,135
online car valuation dubai,"Commercial, Informational",170,20,1.64,0.33,0,38,0,0,0,,https://www.lexus.ae/en/valuation-sell/,,,,108
orbital sander,Informational,170,12,0.40,1.00,0,0,0,0,3,,,,,https://www.3mae.ae/3M/en_AE/p/c/tools-equipment/power-tools/sanders/,135
overnight camping in uae,Commercial,170,19,0.32,0.17,0,27,0,0,0,,https://www.lexus.ae/en/news/top-8-best-camping-places-in-uae/,,,,129
police accident number,Informational,170,25,0.00,0.33,0,18,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,539
polishing pads,Informational,170,10,0.00,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/compounds-polishes/bonnets-buffing-pads/i/automotive/,143
ppf paint protection,Informational,170,21,3.18,1.00,0,4,7,12,2,,https://www.lexus.ae/en/news/what-is-paint-protection-film-and-is-it-worth-it/,https://ppfdubai.ae/,https://ceramicpro.com/pros-and-cons-of-installing-ppf-on-new-cars/,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/car-paint-protection/,135
ramadan car offers 2026,Informational,170,8,1.19,0.78,0,5,0,0,0,,https://www.lexus.ae/en/news/lexus-cars-offers-you-shouldnt-miss-this-ramadan/,,,,133
road safety signs,Informational,170,14,0.00,0.73,0,0,0,0,2,,,,,https://www.3mae.ae/3M/en_AE/road-safety-ae/roads-highways/reflective-road-signs/,132
roadworks,Informational,170,43,0.00,0.33,0,0,0,0,69,,,,,https://www.3mae.ae/3M/en_AE/road-safety-ae/temporary-road-works-signage-markings/,78600000
rust proofing car,Informational,170,9,1.74,0.82,0,4,0,0,0,,https://www.lexus.ae/en/owners/service-plan-and-products/rustproofing/,,,,162
rx لكزس,Informational,170,12,0.25,0.10,0,3,0,0,0,,https://www.lexus.ae/ar/pre-owned/rx350/,,,,138
rx450h,Informational,170,24,0.30,0.11,0,2,0,0,0,,https://www.lexus.ae/en/pre-owned/rx450h/,,,,132
safety tape,Informational,170,8,0.00,1.00,0,0,0,0,3,,,,,https://www.3mae.ae/3M/en_AE/p/c/tapes/anti-slip-grip/tapes-treads/,150
scotch brite mop,Informational,170,15,0.22,1.00,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/equipment/floor-tools/sweepers-mops-refills/b/scotch-brite/,146
second hand car dealers in uae,Commercial,170,48,0.52,0.29,0,60,0,0,0,,https://www.lexus.ae/en/pre-owned/,,,,125
smart paint,Informational,170,9,1.36,0.37,0,14,0,0,8,,https://www.lexus.ae/en/owners/service-plan-and-products/smart-repair/,,,https://www.3mae.ae/3M/en_AE/collision-repair-ae/car-repair-and-refinish-processes/smart-repair/,94
stainless steel polish,"Commercial, Informational",170,7,0.26,1.00,0,0,0,0,17,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/chemicals-disinfectants/general-purpose/,138
stethoscope price in uae,Informational,170,9,0.23,1.00,0,0,0,0,27,,,,,https://littmann.3mae.ae/3M/en_AE/p/pc/stethoscopes/classic-stethoscopes/,107
sticker remover spray,Informational,170,19,0.31,1.00,0,0,0,0,26,,,,,https://www.3mae.ae/3M/en_AE/p/c/cleaning-supplies/chemicals-disinfectants/adhesive-cleaners-removers/,144
suv cars in dubai,Informational,170,18,0.97,0.41,0,31,0,0,0,,https://www.lexus.ae/en/suv/,,,,138
suvs,Informational,170,26,0.51,0.04,0,22,0,0,0,,https://www.lexus.ae/en/suv/,,,,166
tint a car,Commercial,170,12,1.41,0.64,0,0,0,0,1,,,,,https://www.3mae.ae/3M/en_AE/car-personalization-ae/applications/window-tinting/,137
traffic accident report,Informational,170,16,0.00,0.01,0,14,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,163
vehicle accident report,Informational,170,12,0.47,0.07,0,8,0,0,0,,https://www.lexus.ae/en/news/what-to-do-after-a-car-accident-in-dubai-and-abu-dhabi/,,,,186
vehicle loan in uae,Informational,170,27,1.26,0.36,0,9,0,0,0,,https://www.lexus.ae/en/news/guide-to-car-finance-in-the-uae/,,,,110
welding face shield,Informational,170,10,0.00,1.00,0,0,0,0,8,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/welding-protection/,132
welding shield,Informational,170,7,0.00,1.00,0,0,0,0,7,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/welding-protection/,137
wet sandpaper,Informational,170,19,0.00,0.33,0,0,0,0,31,,,,,https://www.3mae.ae/3M/en_AE/p/c/abrasives/sheets-rolls/sandpaper/i/automotive/commercial-vehicles/,144
what is a hybrid car,Informational,170,29,0.00,0.02,0,7,0,0,0,,https://www.lexus.ae/en/news/what-is-a-hybrid-car-and-how-do-they-work/,,,,164
white safety helmet,Informational,170,12,0.34,1.00,0,0,0,0,4,,,,,https://www.3mae.ae/3M/en_AE/p/c/ppe/head-face-protection/i/safety/personal-safety/,105
الفطيم عجمان,Commercial,170,13,0.17,0.53,0,5,0,0,0,,https://www.lexus.ae/ar/our-locations/ajman-service-center/,,,,121
عروض السيارات,Informational,170,8,0.91,0.38,0,5,0,0,0,,https://www.lexus.ae/ar/news/finding-the-best-used-car-deals/,,,,163
عروض رمضان للسيارات 2021,Informational,170,7,0.74,0.56,0,20,0,0,0,,https://www.lexus.ae/ar/news/lexus-cars-offers-you-shouldnt-miss-this-ramadan/,,,,140
كراج فوكس العين,Informational,170,26,0.00,0.05,0,17,0,0,0,,https://www.lexus.ae/ar/our-locations/alain-service-center/,,,,106
كراج لكزس,Transactional,170,12,2.48,0.06,0,5,0,0,0,,https://www.lexus.ae/ar/our-locations/ajman-bodyshop/,,,,126
لكزز ارنوب,Informational,170,12,0.00,0.04,0,2,0,0,0,,https://www.lexus.ae/ar/new-cars/es/,,,,134
لكزس 2018,Informational,170,19,0.25,0.06,0,8,0,0,0,,https://www.lexus.ae/ar/,,,,135
لكزس 2019,Informational,170,12,0.13,0.05,0,10,0,0,0,,https://www.lexus.ae/ar/,,,,137
لكزس 2021,Informational,170,13,0.00,0.05,0,3,0,0,0,,https://www.lexus.ae/ar/news/all-you-need-to-know-about-the-new-lexus-lx-2021/,,,,134
لكزس 2022,Informational,170,13,0.07,0.09,0,2,0,0,0,,https://www.lexus.ae/ar/news/top-new-2022-lexus-luxury-sedan-models-in-the-uae/,,,,134
لكزس 430 للبيع,Informational,170,13,0.13,0.30,0,14,0,0,0,,https://www.lexus.ae/ar/pre-owned/ls430/,,,,113
لكزس is 350,Informational,170,18,0.23,0.14,0,2,0,0,0,,https://www.lexus.ae/ar/pre-owned/is350/,,,,137
لكزس is350,Informational,170,17,0.25,0.12,0,1,0,0,0,,https://www.lexus.ae/ar/pre-owned/is350/,,,,136
لكزس ls 500,Informational,170,14,0.42,0.11,0,2,0,0,0,,https://www.lexus.ae/ar/new-cars/ls/,,,,135
لكزس ux,Informational,170,13,0.43,0.14,0,1,0,0,0,,https://www.lexus.ae/ar/pre-owned/ux200/,,,,135
لكزس ارنوب,Informational,170,13,0.00,0.04,0,2,0,0,0,,https://www.lexus.ae/ar/new-cars/es/,,,,133
لكزس اي اس 350,Informational,170,11,0.31,0.18,0,3,0,0,0,,https://www.lexus.ae/ar/news/the-difference-between-the-lexus-es-300h-vs-the-es-350/,,,,136
لكزس برادو,Informational,170,17,0.00,0.07,0,6,0,0,0,,https://www.lexus.ae/ar/new-cars/,,,,122
لكزس جي اس,Informational,170,12,0.30,0.07,0,5,0,0,0,,https://www.lexus.ae/ar/pre-owned/gs300/,,,,136
لكزس فورويل,Informational,170,19,0.42,0.07,0,2,0,0,0,,https://www.lexus.ae/ar/new-cars/lx700h/,,,,125
معارض أبوظبي للسيارات,Commercial,170,14,0.49,0.51,0,28,0,0,0,,https://www.lexus.ae/ar/our-locations/abu-dhabi-showroom/,,,,126
معارض السيارات في الشارقة,Commercial,170,18,0.17,0.40,0,23,0,0,0,,https://www.lexus.ae/ar/our-locations/sharjah-showroom/?utm_source=google&utm_campaign=local_search&utm_medium=organic,,,,135
معارض الشامخة للسيارات أبوظبي,Commercial,170,21,0.27,0.35,0,32,0,0,0,,https://www.lexus.ae/ar/our-locations/abu-dhabi-showroom/?utm_campaign=local_search&utm_medium=organic%2F&utm_source=google,,,,111
وكالة لكزس دبي,Navigational,170,20,2.92,0.48,0,1,0,0,0,,https://www.lexus.ae/ar/,,,,111
2006 lexus 430,Informational,140,19,0.03,0.01,0,37,0,0,0,,https://www.lexus.ae/en/pre-owned/ls430/,,,,137
2007 lexus,Informational,140,19,0.00,0.01,0,42,0,0,0,,https://www.lexus.ae/en/pre-owned/,,,,135
2007 lexus es 350,Informational,140,16,0.08,0.07,0,20,0,0,0,,https://www.lexus.ae/en/new-cars/es/,,,,130
2013 lexus 460,"Informational, Transactional",140,19,0.03,0.03,0,51,0,0,0,,https://www.lexus.ae/en/pre-owned/ls460/,,,,136
2014 lexus is 250,Informational,140,24,0.25,0.11,0,35,0,0,0,,https://www.lexus.ae/en/pre-owned/is250/,,,,130
2015 rx 350,Informational,140,19,0.08,0.05,0,51,0,0,0,,https://www.lexus.ae/en/new-cars/rx350/,,,,127
